SalePrice,id
118649.18812990218,1461
154458.97252452973,1462
182609.44970667566,1463
199292.11092576987,1464
197064.73091843264,1465
169665.11839529203,1466
175833.48549934308,1467
161036.01886365982,1468
195751.90256478547,1469
119519.38397166875,1470
188194.72970356484,1471
98046.01666018824,1472
93315.75840050468,1473
140951.33114415195,1474
108874.72542122785,1475
362324.11853527074,1476
244267.25381702368,1477
292978.82113690145,1478
289555.382554744,1479
500660.3344004477,1480
325923.60592881526,1481
208948.28450315006,1482
179152.24183299002,1483
158771.39276269087,1484
190297.6631132755,1485
192343.02460323606,1486
331931.2098521649,1487
237324.83135879782,1488
191678.46673030918,1489
248255.61576320574,1490
193119.3665222913,1491
92058.45966498117,1492
180532.1892840393,1493
287611.7969991594,1494
291801.00540422945,1495
236946.07431610712,1496
178254.9781208019,1497
169706.59111840642,1498
162669.6894015577,1499
159292.4187481643,1500
179114.91591239843,1501
145279.07536262163,1502
284252.3891066528,1503
239192.38220520222,1504
224493.37964881276,1505
197341.4761558553,1506
248203.44798571285,1507
197499.77440621992,1508
162521.22444921738,1509
142267.01827787558,1510
153040.16389815474,1511
176181.2963276833,1512
149573.9196104825,1513
158434.06124147153,1514
194383.35542956935,1515
154948.16158217084,1516
174945.44563868985,1517
131771.92078714538,1518
206043.09544182272,1519
127077.31159910194,1520
131481.08138810995,1521
180379.9190187718,1522
111937.91216796782,1523
128609.47616227147,1524
119198.60558388324,1525
111658.26391665486,1526
104826.77245920496,1527
141675.58774042112,1528
151734.94554810872,1529
190685.54629290686,1530
104152.17123964113,1531
96532.9214814875,1532
150543.72967515944,1533
125326.67403719178,1534
150278.6839818162,1535
107248.45140088821,1536
58026.17039749042,1537
148007.0236369701,1538
181538.52043893127,1539
92442.79022905912,1540
141446.44088720588,1541
143060.70388754195,1542
189718.0495597507,1543
86936.93541860669,1544
118868.2636122311,1545
132131.04567508592,1546
130017.93695884063,1547
139530.57246350346,1548
122645.40952462195,1549
133317.57158377723,1550
104086.44077643489,1551
136301.430297095,1552
149555.18217203306,1553
119869.34603221378,1554
161413.42191786668,1555
82073.32314211462,1556
107866.55319880861,1557
101161.54181331684,1558
62166.025153439565,1559
129813.0991775922,1560
130927.55125907375,1561
128643.37660649001,1562
122671.8979773324,1563
155833.73384167915,1564
151242.4295726681,1565
233717.55047042776,1566
77730.96184277757,1567
236291.87928997556,1568
128562.54478098167,1569
133055.52329163373,1570
121133.61486652135,1571
142750.28947708468,1572
234865.2249569675,1573
120793.2323686491,1574
233187.28830902788,1575
254302.49758601157,1576
176809.99721765768,1577
144419.81432636152,1578
147449.00399459383,1579
193362.5027635392,1580
155071.65406922603,1581
123328.28420533959,1582
295064.1902498332,1583
214649.06465678255,1584
132689.40533002804,1585
68189.66351302507,1586
103482.41043363365,1587
153923.2169656776,1588
98008.58771226868,1589
133722.9585452667,1590
93600.9603888705,1591
117217.24254530408,1592
122196.43612141816,1593
126692.21321282843,1594
108943.08310014913,1595
223294.8665849965,1596
189573.97944489383,1597
231587.78966051678,1598
159530.98759446797,1599
154160.11163035381,1600
65667.40042738269,1601
115020.07604035623,1602
67056.25643485865,1603
266409.6173008113,1604
240987.00220521298,1605
169193.05105577124,1606
176000.48701071143,1607
217887.99648968564,1608
179503.2737711828,1609
150096.14543187173,1610
140404.4460519912,1611
170121.42219408136,1612
163326.21682969612,1613
130862.72655267596,1614
95529.66999842074,1615
80003.43633446579,1616
94021.13560379876,1617
125173.35329660644,1618
134773.44778687693,1619
145392.35502207626,1620
137716.93927956096,1621
135916.94099666996,1622
254153.94746788155,1623
207566.67349625603,1624
114745.78558059684,1625
172719.9026808053,1626
193944.4880288434,1627
282037.6933583128,1628
178590.1089954168,1629
357616.9115789635,1630
235927.67607357967,1631
251238.38327512215,1632
170490.4122331752,1633
183386.8355787259,1634
173038.018901211,1635
148750.86194240826,1636
206837.36602734102,1637
178266.84234978614,1638
189310.34851417993,1639
250678.69730726333,1640
182271.2746400349,1641
243804.73727873105,1642
211530.7920222461,1643
235134.1399692201,1644
202358.98721170632,1645
154470.4694746071,1646
157153.56780281957,1647
130393.12878068337,1648
139397.9803251985,1649
111312.85527573182,1650
119824.17834583997,1651
99168.77863167523,1652
101492.68084241055,1653
138035.3331680225,1654
131588.76337401714,1655
136983.88068612735,1656
141950.84427710844,1657
137640.53822864316,1658
114998.09830364902,1659
151352.96363684555,1660
444341.68197145883,1661
395932.2412589759,1662
382544.5186587968,1663
531318.4453417659,1664
307911.5240019051,1665
325238.53811418137,1666
384946.172325123,1667
350719.9502428501,1668
305779.36226100003,1669
342827.06905529834,1670
257123.79189225726,1671
425020.36685652897,1672
285805.61090279836,1673
233884.31810776982,1674
196747.0098255468,1675
191241.12199567902,1676
224304.49673437118,1677
463555.44469322165,1678
399833.4643636115,1679
339245.88914851035,1680
245911.67203405558,1681
313267.1686296676,1682
185643.81572233734,1683
173109.05776317057,1684
171986.43546177307,1685
167505.12980998712,1686
169625.76545620515,1687
187367.31383204868,1688
191323.74398303777,1689
194443.7422903366,1690
186680.0057681921,1691
265032.7034099753,1692
169917.85880044234,1693
181954.78665012447,1694
163244.63834090656,1695
273277.5982235604,1696
171075.5060733411,1697
342825.8634016779,1698
302586.00521961506,1699
250110.12682366074,1700
267008.42602756724,1701
238225.32626496794,1702
235634.12437330218,1703
269835.4455136693,1704
