SalePrice,id
120803.1875,1461
161327.75,1462
190654.453125,1463
192393.28125,1464
182693.75,1465
173558.171875,1466
171625.0,1467
166992.171875,1468
187527.375,1469
128371.1328125,1470
192060.734375,1471
95614.2109375,1472
94661.9921875,1473
148949.21875,1474
118649.6796875,1475
366745.65625,1476
252637.390625,1477
279218.09375,1478
223216.890625,1479
520238.0,1480
329817.53125,1481
209571.046875,1482
166456.34375,1483
162855.796875,1484
175657.796875,1485
192261.234375,1486
347861.15625,1487
239988.515625,1488
206162.421875,1489
228624.796875,1490
189095.1875,1491
91012.9375,1492
185334.125,1493
301458.28125,1494
292896.71875,1495
243951.046875,1496
179037.125,1497
162119.578125,1498
156294.859375,1499
153203.578125,1500
179495.3125,1501
144952.6875,1502
294957.0,1503
242443.96875,1504
231840.75,1505
191861.375,1506
255801.953125,1507
196461.84375,1508
166162.75,1509
147353.515625,1510
146202.609375,1511
167235.6875,1512
142896.734375,1513
160018.546875,1514
192717.78125,1515
154278.296875,1516
164434.390625,1517
135164.171875,1518
226467.984375,1519
137569.796875,1520
135306.3125,1521
170340.875,1522
118360.8125,1523
122707.1015625,1524
125334.390625,1525
116201.0703125,1526
97349.625,1527
132652.90625,1528
149222.34375,1529
172127.390625,1530
97657.4140625,1531
96481.1015625,1532
142498.53125,1533
121911.8203125,1534
153760.96875,1535
109167.1953125,1536
69298.2734375,1537
155789.640625,1538
193140.40625,1539
79139.8984375,1540
141641.296875,1541
142592.0625,1542
221047.640625,1543
75938.6171875,1544
109153.140625,1545
127815.4296875,1546
133994.953125,1547
135506.84375,1548
112813.921875,1549
139551.90625,1550
109538.046875,1551
146356.765625,1552
151647.453125,1553
121804.7890625,1554
165434.296875,1555
82461.890625,1556
106310.03125,1557
96948.453125,1558
63134.98828125,1559
131924.328125,1560
131651.34375,1561
128193.5,1562
121877.1796875,1563
147754.140625,1564
144850.296875,1565
233891.859375,1566
74130.46875,1567
223787.921875,1568
132038.375,1569
137805.890625,1570
115673.0,1571
148320.703125,1572
245390.734375,1573
112250.0703125,1574
230868.40625,1575
226239.15625,1576
193294.265625,1577
148789.078125,1578
144956.28125,1579
198280.3125,1580
149226.328125,1581
129537.8515625,1582
316386.3125,1583
226189.109375,1584
141384.75,1585
71708.53125,1586
100955.953125,1587
153712.875,1588
101272.921875,1589
130674.046875,1590
94014.578125,1591
108312.375,1592
125447.9921875,1593
126205.1796875,1594
107150.7890625,1595
239641.328125,1596
185752.4375,1597
202292.703125,1598
171617.625,1599
172486.765625,1600
68251.8671875,1601
110456.25,1602
75382.4375,1603
263791.40625,1604
242601.0,1605
169104.109375,1606
165698.0,1607
209220.78125,1608
193225.15625,1609
149666.015625,1610
136207.921875,1611
159665.203125,1612
156988.15625,1613
119803.0859375,1614
86512.6328125,1615
73412.21875,1616
90416.859375,1617
125432.203125,1618
139513.984375,1619
158571.40625,1620
131763.515625,1621
146919.21875,1622
268871.40625,1623
201229.21875,1624
126767.546875,1625
161124.640625,1626
188482.5,1627
281086.96875,1628
179164.546875,1629
368815.75,1630
226009.0625,1631
238456.3125,1632
165807.0625,1633
185978.4375,1634
177560.34375,1635
156029.03125,1636
197834.171875,1637
188502.09375,1638
184933.875,1639
257782.671875,1640
181242.96875,1641
227899.234375,1642
226263.328125,1643
233194.296875,1644
196780.4375,1645
159485.46875,1646
156972.296875,1647
134339.78125,1648
137671.90625,1649
113496.8046875,1650
119733.296875,1651
95519.609375,1652
95312.2265625,1653
148214.9375,1654
136341.78125,1655
145151.46875,1656
149823.390625,1657
140739.8125,1658
125642.1953125,1659
155339.078125,1660
480207.625,1661
421669.5625,1662
391441.90625,1663
532299.875,1664
307969.46875,1665
321226.8125,1666
349719.5625,1667
321781.1875,1668
295586.65625,1669
364436.875,1670
254005.0,1671
462641.625,1672
292708.25,1673
253867.453125,1674
188251.46875,1675
187850.828125,1676
221226.265625,1677
490794.875,1678
404966.4375,1679
345402.65625,1680
244423.328125,1681
321346.9375,1682
169892.625,1683
171750.90625,1684
172885.3125,1685
168942.109375,1686
162847.5625,1687
185410.5,1688
196033.8125,1689
192886.9375,1690
182760.3125,1691
277273.03125,1692
162114.171875,1693
186108.671875,1694
165181.59375,1695
283560.78125,1696
168560.046875,1697
370525.59375,1698
317723.09375,1699
244211.53125,1700
272686.0,1701
248810.265625,1702
248313.890625,1703
284125.1875,1704
236237.625,1705
448808.0625,1706
217503.984375,1707
208350.453125,1708
277773.53125,1709
222375.0625,1710
266099.5625,1711
265147.34375,1712
280914.125,1713
229015.1875,1714
212492.640625,1715
186443.53125,1716
174960.609375,1717
137572.546875,1718
196406.015625,1719
244125.140625,1720
164190.25,1721
126950.4765625,1722
149209.25,1723
203086.96875,1724
237914.109375,1725
179152.765625,1726
156696.9375,1727
172638.015625,1728
166432.84375,1729
153807.75,1730
122529.3515625,1731
131518.953125,1732
118937.2109375,1733
120382.4921875,1734
126961.734375,1735
117854.7265625,1736
310293.1875,1737
223755.046875,1738
264507.34375,1739
239372.953125,1740
197983.265625,1741
178493.453125,1742
176751.75,1743
307088.15625,1744
214448.453125,1745
174407.53125,1746
210560.90625,1747
230867.078125,1748
150477.796875,1749
128748.0234375,1750
234220.65625,1751
121587.171875,1752
146592.28125,1753
193197.875,1754
170143.9375,1755
125798.3046875,1756
123231.1953125,1757
141648.046875,1758
157788.03125,1759
167000.765625,1760
137113.984375,1761
185787.859375,1762
172384.8125,1763
117979.78125,1764
124950.5703125,1765
175328.921875,1766
215824.9375,1767
147422.8125,1768
183284.8125,1769
149590.390625,1770
126652.265625,1771
137965.265625,1772
129017.6953125,1773
135990.90625,1774
142962.296875,1775
124186.9375,1776
114183.7109375,1777
139537.921875,1778
114847.2734375,1779
183100.859375,1780
126123.84375,1781
92129.7890625,1782
141225.734375,1783
108228.84375,1784
121596.1015625,1785
161350.671875,1786
150843.171875,1787
56272.21484375,1788
98648.046875,1789
78184.609375,1790
178075.359375,1791
157430.59375,1792
130650.2421875,1793
151663.21875,1794
134715.046875,1795
122348.125,1796
108092.1640625,1797
124276.03125,1798
113787.3671875,1799
129635.734375,1800
127735.125,1801
125787.0234375,1802
150644.0625,1803
141388.65625,1804
137051.484375,1805
120901.5,1806
117851.921875,1807
121371.109375,1808
118775.1171875,1809
153611.90625,1810
93912.2421875,1811
98887.484375,1812
126831.28125,1813
105286.2265625,1814
51350.03125,1815
96922.84375,1816
108252.0703125,1817
147216.421875,1818
130889.9453125,1819
49425.3046875,1820
111956.9140625,1821
148670.78125,1822
38512.328125,1823
134495.796875,1824
133461.21875,1825
100260.234375,1826
103055.1015625,1827
136242.09375,1828
108386.671875,1829
139581.453125,1830
154074.21875,1831
79583.4921875,1832
141341.203125,1833
121332.34375,1834
132197.375,1835
127671.9140625,1836
85818.0078125,1837
132235.453125,1838
88931.3125,1839
167448.265625,1840
143604.53125,1841
78914.09375,1842
127730.984375,1843
136061.34375,1844
138755.125,1845
154273.875,1846
164047.03125,1847
56582.671875,1848
112600.1328125,1849
120080.2421875,1850
149863.828125,1851
124112.8203125,1852
129707.0859375,1853
169762.234375,1854
138891.484375,1855
221473.453125,1856
152763.265625,1857
138326.25,1858
120764.140625,1859
146579.0,1860
120314.890625,1861
313788.28125,1862
302172.96875,1863
302782.21875,1864
331955.4375,1865
343866.46875,1866
230969.265625,1867
311186.9375,1868
203011.640625,1869
228693.265625,1870
248637.34375,1871
171591.9375,1872
234664.6875,1873
143841.9375,1874
201339.609375,1875
196299.28125,1876
212545.75,1877
193744.765625,1878
130477.2890625,1879
136651.734375,1880
236427.40625,1881
251294.625,1882
187136.484375,1883
203426.96875,1884
256223.125,1885
307418.96875,1886
208622.0625,1887
277806.375,1888
155654.5,1889
118012.078125,1890
132388.390625,1891
102163.734375,1892
131523.46875,1893
126498.0,1894
137630.546875,1895
124654.2109375,1896
111842.625,1897
111698.078125,1898
156988.3125,1899
148322.671875,1900
176267.28125,1901
139669.46875,1902
224472.125,1903
148286.1875,1904
197813.609375,1905
145917.1875,1906
211499.359375,1907
111329.5859375,1908
132672.140625,1909
117584.5,1910
222068.1875,1911
316612.40625,1912
147013.828125,1913
55429.8515625,1914
325631.375,1915
63275.55859375,1916
267066.6875,1917
143926.1875,1918
168106.53125,1919
131086.5625,1920
451744.40625,1921
322710.5,1922
211876.671875,1923
227604.921875,1924
193014.828125,1925
400944.5,1926
132437.640625,1927
149010.453125,1928
124129.2734375,1929
130000.09375,1930
137832.046875,1931
134128.9375,1932
181895.765625,1933
184450.375,1934
172227.0625,1935
190663.171875,1936
184035.53125,1937
167795.3125,1938
244544.796875,1939
181773.6875,1940
174418.5,1941
183947.09375,1942
194672.5,1943
372235.5625,1944
397082.90625,1945
138506.96875,1946
336155.875,1947
170797.484375,1948
236987.015625,1949
182726.15625,1950
244986.21875,1951
197641.0625,1952
170892.484375,1953
179172.234375,1954
134904.6875,1955
281045.6875,1956
150451.109375,1957
328572.125,1958
137613.484375,1959
117181.71875,1960
122688.0234375,1961
96014.3515625,1962
102229.5234375,1963
109782.03125,1964
143947.1875,1965
132321.375,1966
278376.84375,1967
489792.40625,1968
413200.71875,1969
505879.65625,1970
461107.4375,1971
394124.3125,1972
259492.25,1973
331090.09375,1974
516913.125,1975
278020.25,1976
356998.96875,1977
411032.40625,1978
325142.03125,1979
200581.046875,1980
349089.4375,1981
229044.890625,1982
209027.734375,1983
160006.65625,1984
228022.5,1985
220280.15625,1986
179883.28125,1987
175315.71875,1988
189079.125,1989
218236.828125,1990
242102.015625,1991
214228.296875,1992
164129.03125,1993
232916.46875,1994
187198.78125,1995
252904.0,1996
301659.59375,1997
331752.5625,1998
259043.234375,1999
320544.09375,2000
258427.09375,2001
251093.15625,2002
257853.984375,2003
256500.859375,2004
221317.421875,2005
227174.03125,2006
252199.265625,2007
220647.46875,2008
191752.546875,2009
192221.265625,2010
143774.3125,2011
180012.671875,2012
182686.953125,2013
181396.0,2014
202396.515625,2015
190074.234375,2016
198589.34375,2017
119525.765625,2018
133807.75,2019
110060.671875,2020
111505.2265625,2021
178877.21875,2022
144308.140625,2023
244691.546875,2024
356801.21875,2025
174443.625,2026
156597.4375,2027
151759.0,2028
176454.8125,2029
277461.625,2030
236812.375,2031
259449.203125,2032
271713.5625,2033
160269.9375,2034
223264.796875,2035
190194.453125,2036
197361.359375,2037
254365.46875,2038
227865.765625,2039
236334.078125,2040
285963.90625,2041
204364.03125,2042
175779.625,2043
161198.109375,2044
214412.046875,2045
140101.703125,2046
148185.109375,2047
140216.796875,2048
138835.734375,2049
184507.375,2050
105844.171875,2051
133023.71875,2052
148913.28125,2053
84139.5,2054
160520.34375,2055
141162.703125,2056
113931.1328125,2057
222226.875,2058
130819.8046875,2059
169962.140625,2060
179765.984375,2061
132754.03125,2062
114567.8828125,2063
144539.109375,2064
118673.4453125,2065
157424.890625,2066
109159.078125,2067
140068.703125,2068
83594.984375,2069
114164.21875,2070
88549.796875,2071
131590.59375,2072
138304.09375,2073
195145.9375,2074
147619.34375,2075
126345.71875,2076
158776.15625,2077
131684.375,2078
127292.71875,2079
118188.34375,2080
128573.421875,2081
129326.53125,2082
151748.875,2083
115527.921875,2084
125695.890625,2085
111854.78125,2086
121810.359375,2087
97430.0625,2088
79472.7578125,2089
123473.296875,2090
117616.8046875,2091
127980.4609375,2092
114079.21875,2093
115169.40625,2094
137753.203125,2095
76230.8203125,2096
93217.578125,2097
147120.84375,2098
52063.07421875,2099
79784.34375,2100
125519.3203125,2101
118425.9609375,2102
104665.2265625,2103
137720.625,2104
128493.5,2105
70979.890625,2106
232469.75,2107
